name,city,cuisine,rating,price_range,coordinates,phone,url,address,opening_hours
Wing Crave  - Manhattan,new-york,"['Wings', 'American', 'Fast Food']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.726028, 'longitude': -73.9867742}",+19083498511,https://www.ubereats.com/new-york/food-delivery/wing-crave-manhattan/Q7SjhW30SS-7_szzHWu24w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '85 First Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]"
El Diablito Taqueria,new-york,"['Latin American', 'Mexican', 'Comfort Food']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '403'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.72506, 'longitude': -73.989167}",+16466929268,https://www.ubereats.com/new-york/food-delivery/el-diablito-taqueria/miIDR7f2QU2kwslm1Js7IQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '60 E 3rd St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '22:15'}]"
Pitopia - Midtown East,new-york,"['Kosher', 'Salads', 'Sandwich']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '18'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.747767, 'longitude': -73.982338}",+12122446700,https://www.ubereats.com/new-york/food-delivery/pitopia-midtown-east/akdHmLb9ST2i5Vtjek3Tag,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10016', 'addressCountry': 'US', 'streetAddress': '43 E 34th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '15:0'}]"
"Kyuramen 九汤屋  - New York, NY",new-york,"['Vietnamese', 'Noodles', 'Healthy']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7288155, 'longitude': -73.9878572}",+12122560480,https://www.ubereats.com/new-york/food-delivery/kyuramen-%E4%B9%9D%E6%B1%A4%E5%B1%8B-new-york-ny/FzV0xMbhT569YPkq7xlDyQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '37 Saint Marks Place'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '23:0'}]"
Sakura of Japan,new-york,"['Japanese', 'Comfort Food', 'Rice-bowls']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '23'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7472951, 'longitude': -73.9893305}",+19172658154,https://www.ubereats.com/new-york/food-delivery/sakura-of-japan/EW6D7TIzSTqkUor8xtl8Vg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '65 West 30th Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '19:0'}]"
Majestic Pizza,new-york,"['Pizza', 'American', 'Italian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7100713, 'longitude': -74.0103149}",+12123494046,https://www.ubereats.com/new-york/food-delivery/majestic-pizza/ZYK4XSyGRQudRNLH1sllDQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '8 Cortlandt St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '18:0'}]"
Golden Diner,new-york,"['American', 'Sandwich', 'Salads']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '112'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7124271, 'longitude': -73.9941947}",+19174727800,https://www.ubereats.com/new-york/food-delivery/golden-diner/7hAnCqgbSm-JKx-PTYmgIA,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '123 Madison St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '21:30'}]"
Top Thai (Greenwich) - Thai Halal Food,new-york,"['Thai', 'Northern Thai', 'Southern Thai', 'Halal']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '147'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7297672, 'longitude': -73.999388}",+16467264418,https://www.ubereats.com/new-york/food-delivery/top-thai-greenwich-thai-halal-food/zNl7MOqfQzWGbTkcVVIEmQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '235 Sullivan St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '15:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '15:30'}]"
Pocha 32 (Midtown),new-york,"['Korean', 'Asian', 'BBQ']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '89'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7477222, 'longitude': -73.9863775}",+12122791876,https://www.ubereats.com/new-york/food-delivery/pocha-32-midtown/rPfH_G06RoiCbUqJ4IHSEA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '15 W 32nd St Fl 2'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '23:30'}]"
Feltman's - East Village,new-york,['Traditional American'],{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.727506, 'longitude': -73.985839}",+16463376755,https://www.ubereats.com/new-york/food-delivery/feltmans-east-village/IU4ufOOPTgiOW_fgyZxxWg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '80 St Marks Pl'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '13:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '18:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '23:0'}]"
Tavolino,new-york,"['Italian', 'Pasta', 'Comfort Food', 'Salads', 'Healthy']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7555856, 'longitude': -73.9943832}",+12122731181,https://www.ubereats.com/new-york/food-delivery/tavolino/eKK8LCz-QPyVjp2N2CuD3g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10018', 'addressCountry': 'US', 'streetAddress': '496 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:30', 'closes': '21:0'}]"
Quartino Bottega Organica - Greenwich Village,new-york,"['Italian', 'Pasta', 'Sandwich', 'Desserts']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.725551, 'longitude': -73.992898}",+12125295133,https://www.ubereats.com/new-york/food-delivery/quartino-bottega-organica-greenwich-village/tb2_-JufTDuHZBCWHxbY-A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '11 Bleecker St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '23:0'}]"
Nonna Beppa,new-york,"['Italian', 'Pasta', 'Gourmet']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.725462, 'longitude': -74.00725}",+17863274417,https://www.ubereats.com/new-york/food-delivery/nonna-beppa/tMlkvS9IQcO63VjokAbE4g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '290 Hudson St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:0', 'closes': '0:5'}]"
Bareburger (184 8th Avenue),new-york,"['Burgers', 'American', 'Sandwich', 'Salads']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '14'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7429581, 'longitude': -73.9998367}",+13475928397,https://www.ubereats.com/new-york/food-delivery/bareburger-184-8th-avenue/-dYYnfqsR0arnJPIrHi6BQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '184 8th Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:45'}]"
Nino's,new-york,"['Salads', 'Pasta', 'Chicken']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.7680725, 'longitude': -73.95520789999999}",+12129880002,https://www.ubereats.com/new-york/food-delivery/ninos/DBKnHQ0jSoS8j051e1qUbg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10021', 'addressCountry': 'US', 'streetAddress': '1354 1st Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '15:0', 'closes': '21:0'}]"
China Chalet,new-york,"['Chinese', 'Noodles', 'Vegan Friendly']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7065894, 'longitude': -74.01300479999999}",+12129434380,https://www.ubereats.com/new-york/food-delivery/china-chalet/u014DJXIQGOeRz3oUHfmvg,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:0'}]"
Bondi Sushi (NoMad),new-york,"['Sushi', 'Asian', 'Seafood']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '330'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.744766, 'longitude': -73.988122}",+16464904255,https://www.ubereats.com/new-york/food-delivery/bondi-sushi-nomad/r_IlZ9pWRcuNwz0Z6SV2Dw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '6 W 28th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '21:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:50'}]"
The Factory 380,new-york,"['Burgers', 'Sandwiches', 'Steak', 'American']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7417039, 'longitude': -73.9814695}",+12126866380,https://www.ubereats.com/new-york/food-delivery/the-factory-380/9pS8BSPHSKCuaorIpQI56Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10016', 'addressCountry': 'US', 'streetAddress': '380 3rd Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '16:0'}]"
Happy Veggie Restaurant,new-york,"['Vegetarian', 'Vegan', 'Healthy', 'Chicken', 'American', 'Burgers', 'Breakfast and Brunch', 'BBQ', 'Desserts', 'Coffee and Tea', 'Noodles', 'Vegetarian Friendly', 'Comfort Food', 'Healthy', 'Thai', 'Seafood']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.71642269999999, 'longitude': -73.997823}",+16468385118,https://www.ubereats.com/new-york/food-delivery/happy-veggie-restaurant/NVMLSzlgTi-1xQK2uIp55g,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '76 Mott St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '11:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '8:0', 'closes': '11:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '11:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '11:0'}]"
Awash Ethiopian Restaurant (East Village),new-york,"['African', 'Ethiopian', 'Vegetarian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.726565, 'longitude': -73.986845}",+12129829589,https://www.ubereats.com/new-york/food-delivery/awash-ethiopian-restaurant-east-village/wWhr2tSHSRqbWGe-bgs8ng,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '338 E 6th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '21:0'}]"
The Kati Roll Company - Greenwich Village,new-york,['Indian'],{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.729628, 'longitude': -74.001029}",+12124206517,https://www.ubereats.com/new-york/food-delivery/the-kati-roll-company-greenwich-village/qxc6PVCUSoGmQf5dJuol2Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '99 Macdougal St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:0'}]"
Calexico - East Village,new-york,"['Mexican', 'Latin American', 'New Mexican']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '35'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7273558, 'longitude': -73.9889486}",+16465901466,https://www.ubereats.com/new-york/food-delivery/calexico-east-village/GwE64BgdR3q0EXBmodbPxg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '99 2nd Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:0'}]"
Patron Mexican Grill - Midtown West,new-york,"['Mexican', 'Latin American', 'Healthy']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.759222, 'longitude': -73.991719}",+12129579050,https://www.ubereats.com/new-york/food-delivery/patron-mexican-grill-midtown-west/u3tiMjZtS8CgICmHzPszIg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '608 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]"
Fresco Tortillas - Midtown East,new-york,"['Tex Mex', 'Latin American', 'Spanish']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.751, 'longitude': -73.971621}",+12129727648,https://www.ubereats.com/new-york/food-delivery/fresco-tortillas-midtown-east/1DO837yKQDGQBMd3Jv5LVQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '819 2nd Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '16:0'}]"
Dunkin' (471 Lexington Ave),new-york,"['Breakfast &amp; Brunch', 'Donuts']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.75369999999999, 'longitude': -73.9741104}",+16467679887,https://www.ubereats.com/new-york/food-delivery/dunkin-471-lexington-ave/Z6GjsiKkTDWoEhB80WRuNA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '471 Lexington Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:30', 'closes': '16:30'}]"
Tomi Jazz,new-york,"['Japanese', 'Asian', 'Noodles']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '201'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7572081, 'longitude': -73.96778599999999}",+16464971254,https://www.ubereats.com/new-york/food-delivery/tomi-jazz/BsXcdBj5RsmZAZNXEK6-wA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10022', 'addressCountry': 'US', 'streetAddress': '239 East 53rd Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}]"
