name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
,https://www.ubereats.com/reading-pa/food-delivery/gennaros-ii-chicago-style-pizza/LYJS7IQyRTK4YniwSa5D7A,pottstown-pennsylvania,,,,,,,,,,,,,,,
Pure Fire Pizza,https://www.ubereats.com/philadelphia/food-delivery/pure-fire-pizza/GYfDzM3_RqiQ8PQHR9r2lQ,pottstown-pennsylvania,"['Pizza', 'Healthy', 'Vegan']",,,$,40.1673441,-75.4782625,+14849618442,19426,99 Market Street,Collegeville,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Collegeville', 'addressRegion': 'PA', 'postalCode': '19426', 'addressCountry': 'US', 'streetAddress': '99 Market Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.1673441, 'longitude': -75.4782625}",{}
Wayback Burgers (1810 E Ridge Pike),https://www.ubereats.com/philadelphia/food-delivery/wayback-burgers-1810-e-ridge-pike/eWzHjj-PSBiH1YS-B5K-sg,pottstown-pennsylvania,"['Burgers', 'American', 'Sandwich', 'Salads']",4.8,68,$,40.2119078,-75.4959585,+14849618129,19468,1810 E Ridge Pike,Royersford,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Royersford', 'addressRegion': 'PA', 'postalCode': '19468', 'addressCountry': 'US', 'streetAddress': '1810 E Ridge Pike'}","{'@type': 'GeoCoordinates', 'latitude': 40.2119078, 'longitude': -75.4959585}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '68'}"
House of india pa,https://www.ubereats.com/philadelphia/food-delivery/house-of-india-pa/KE4cOp7CQEKoytBHuWhF7Q,pottstown-pennsylvania,"['French', 'Chicken', 'Indian']",4.6,10,$$$$,40.1670221,-75.4785009,+16102005233,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 40.1670221, 'longitude': -75.4785009}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '10'}"
Papa John's (204 Shoemaker Road),https://www.ubereats.com/philadelphia/food-delivery/papa-johns-204-shoemaker-road/JtIETE4sSFe_jD-ciIvPjA,pottstown-pennsylvania,"['Pizza', 'Wings', 'Desserts']",,,$,40.2556464,-75.6616293,+16107059500,19464,204 Shoemaker Road,Pottstown,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:25'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:25'}]","{'@type': 'PostalAddress', 'addressLocality': 'Pottstown', 'addressRegion': 'PA', 'postalCode': '19464', 'addressCountry': 'US', 'streetAddress': '204 Shoemaker Road'}","{'@type': 'GeoCoordinates', 'latitude': 40.2556464, 'longitude': -75.6616293}",{}
,https://www.ubereats.com/reading-pa/food-delivery/pure-fire-pizza/GYfDzM3_RqiQ8PQHR9r2lQ,pottstown-pennsylvania,,,,,,,,,,,,,,,
Three Brothers (Phoenixville),https://www.ubereats.com/philadelphia/food-delivery/three-brothers-phoenixville/ELh5vfRsTKuBSuVL3B0tjQ,pottstown-pennsylvania,"['Mexican', 'Latin American', 'New Mexican']",4.6,121,$,40.1333782,-75.5157716,+14843025132,19460,17 S Main St,Phoenixville,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '10:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '8:0', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '10:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '2:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Phoenixville', 'addressRegion': 'PA', 'postalCode': '19460', 'addressCountry': 'US', 'streetAddress': '17 S Main St'}","{'@type': 'GeoCoordinates', 'latitude': 40.1333782, 'longitude': -75.5157716}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '121'}"
,https://www.ubereats.com/reading-pa/food-delivery/palermo-pizza-1263-n-charlotte-st/ghbHQTSpRb6l9k013aNWVQ,pottstown-pennsylvania,,,,,,,,,,,,,,,
,https://www.ubereats.com/reading-pa/food-delivery/papa-johns-204-shoemaker-road/JtIETE4sSFe_jD-ciIvPjA,pottstown-pennsylvania,,,,,,,,,,,,,,,
Popeyes (1415 E High St),https://www.ubereats.com/philadelphia/food-delivery/popeyes-1415-e-high-st/_F8Pet5fS9-vn6CsiHaWSw,pottstown-pennsylvania,"['American', 'Fast Food', 'Southern', 'Wings']",3.8,37,$,40.2436616,-75.6186038,+14846244790,19464,1415 E High St,Pottstown,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Pottstown', 'addressRegion': 'PA', 'postalCode': '19464', 'addressCountry': 'US', 'streetAddress': '1415 E High St'}","{'@type': 'GeoCoordinates', 'latitude': 40.2436616, 'longitude': -75.6186038}","{'@type': 'AggregateRating', 'ratingValue': 3.8, 'reviewCount': '37'}"
Qdoba Mexican Eats (500 Broad St),https://www.ubereats.com/philadelphia/food-delivery/qdoba-mexican-eats-500-broad-st/AZGnopgVQlKHItVDeZGPhg,pottstown-pennsylvania,"['Mexican', 'Family Meals']",4.5,111,$,40.16402,-75.481132,+16104095615,19426,500 Broad Street,Collegeville,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Collegeville', 'addressRegion': 'PA', 'postalCode': '19426', 'addressCountry': 'US', 'streetAddress': '500 Broad Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.16402, 'longitude': -75.481132}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '111'}"
Kiwi Yogurt - Pottstown,https://www.ubereats.com/philadelphia/food-delivery/kiwi-yogurt-pottstown/NldtJhQEQFuQdGi6wyw0GQ,pottstown-pennsylvania,['Ice Cream & Frozen Yogurt'],5.0,10,$$,40.2667824,-75.6535178,+14845248830,19464,250 Upland Square Dr,Pottstown,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Pottstown', 'addressRegion': 'PA', 'postalCode': '19464', 'addressCountry': 'US', 'streetAddress': '250 Upland Square Dr'}","{'@type': 'GeoCoordinates', 'latitude': 40.2667824, 'longitude': -75.6535178}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '10'}"
Zoup! (500 Broad Street),https://www.ubereats.com/philadelphia/food-delivery/zoup!-500-broad-street/kiQuhhSuSVWhmdjgvinvcw,pottstown-pennsylvania,"['American', 'Sandwich', 'Salads', 'Kids Friendly', 'Family Meals', 'Vegan Friendly', 'Vegan', 'Vegetarian', 'Vegetarian Friendly']",4.4,11,$,40.1645292,-75.4811241,+16104096100,19426,500 Broad Street,Collegeville,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Collegeville', 'addressRegion': 'PA', 'postalCode': '19426', 'addressCountry': 'US', 'streetAddress': '500 Broad Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.1645292, 'longitude': -75.4811241}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '11'}"
Go Popcorn (Pottstown),https://www.ubereats.com/philadelphia/food-delivery/go-popcorn-pottstown/hDijlnI5Q4iJAo9FOaarCA,pottstown-pennsylvania,"['Comfort Food', 'Desserts', 'Street Food', 'chocolatier', 'Comfort Food']",,,$,40.2364304,-75.5696988,+16103274000,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '18:30'}]",,"{'@type': 'GeoCoordinates', 'latitude': 40.2364304, 'longitude': -75.5696988}",{}
The big easy bar and grill ,https://www.ubereats.com/philadelphia/food-delivery/the-big-easy-bar-and-grill/hBDojNpkRQiDW63g3li-MA,pottstown-pennsylvania,"['Cajun / Creole', 'Wings', 'Salads']",,,$$,40.1836467,-75.54186709999999,+16107927292,19468,215 Main St,Royersford,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '0:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Royersford', 'addressRegion': 'PA', 'postalCode': '19468', 'addressCountry': 'US', 'streetAddress': '215 Main St'}","{'@type': 'GeoCoordinates', 'latitude': 40.1836467, 'longitude': -75.54186709999999}",{}
