name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Canteen 34,https://www.ubereats.com/los-angeles/food-delivery/canteen-34/VMx3CExjQkyPKdiMMs2TRA,chatsworth-california,"['Turkish', 'Mediterranean', 'Desserts']",,,$$,34.234616,-118.6011674,+18188187743,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '14:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '14:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '14:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '14:0', 'closes': '20:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 34.234616, 'longitude': -118.6011674}",{}
Yogurtland (6400 N Tampa Ave),https://www.ubereats.com/los-angeles/food-delivery/yogurtland-6400-n-tampa-ave/6RZ673ksR_uTIzbYIW7qBA,chatsworth-california,"['Ice Cream and Frozen Yogurt', 'Desserts']",4.6,18,$,34.1867888,-118.5532378,+18187740130,91335,6400 N Tampa Ave,Reseda,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Reseda', 'addressRegion': 'CA', 'postalCode': '91335', 'addressCountry': 'US', 'streetAddress': '6400 N Tampa Ave'}","{'@type': 'GeoCoordinates', 'latitude': 34.1867888, 'longitude': -118.5532378}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '18'}"
,https://www.ubereats.com/los-angeles/food-delivery/old-susana-cafe/8j0R01BjQNKtFss6byTAIQ,chatsworth-california,,,,,,,,,,,,,,,
The Flame Broiler (19350 Nordhoff St.),https://www.ubereats.com/los-angeles/food-delivery/the-flame-broiler-19350-nordhoff-st/s049z5j1Qy-NGfLV4yu4DA,chatsworth-california,"['Asian', 'Asian Fusion', 'Korean']",,,$,34.2337783,-118.555876,+18187347300,91324-2514,19350 Nordhoff St,Northridge,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Northridge', 'addressRegion': 'CA', 'postalCode': '91324-2514', 'addressCountry': 'US', 'streetAddress': '19350 Nordhoff St'}","{'@type': 'GeoCoordinates', 'latitude': 34.2337783, 'longitude': -118.555876}",{}
The Grilled Cheese Truck,https://www.ubereats.com/los-angeles/food-delivery/the-grilled-cheese-truck/mwwtP52-S4iBB6tCfLzFzg,chatsworth-california,"['Comfort Food', 'American', 'Burgers']",,,$,34.1983658,-118.5349053,+18183451875,91335,7029 Canby Ave,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '10:30', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91335', 'addressCountry': 'US', 'streetAddress': '7029 Canby Ave'}","{'@type': 'GeoCoordinates', 'latitude': 34.1983658, 'longitude': -118.5349053}",{}
,https://www.ubereats.com/los-angeles/food-delivery/panda-bowl/Cv9CuTeHS-CT_VXKCybyMQ,chatsworth-california,,,,,,,,,,,,,,,
Furai Chicken,https://www.ubereats.com/los-angeles/food-delivery/furai-chicken/Zv2OsKn9QcWy7by83BOEtw,chatsworth-california,"['Korean', 'Asian', 'BBQ']",4.6,33,$,34.2435393,-118.5372652,+18182803358,91324,9545 Reseda Boulevard,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '21:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91324', 'addressCountry': 'US', 'streetAddress': '9545 Reseda Boulevard'}","{'@type': 'GeoCoordinates', 'latitude': 34.2435393, 'longitude': -118.5372652}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '33'}"
The Funnel House of Northridge,https://www.ubereats.com/los-angeles/food-delivery/the-funnel-house-of-northridge/sptsGaW4TMCD6AD_e0KurA,chatsworth-california,"['Desserts', 'Coffee and Tea', 'Ice Cream and Frozen Yogurt']",4.5,139,$,34.2384139,-118.5560878,+18187390493,91324,"9301 Tampa Ave, Northridge, USA",Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91324', 'addressCountry': 'US', 'streetAddress': '9301 Tampa Ave, Northridge, USA'}","{'@type': 'GeoCoordinates', 'latitude': 34.2384139, 'longitude': -118.5560878}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '139'}"
Sloan's Ice Cream (Topanga),https://www.ubereats.com/los-angeles/food-delivery/sloans-ice-cream-topanga/tqXZ973tQFKqz1fISyMKqA,chatsworth-california,"['Ice Cream & Frozen Yogurt', 'Comfort Food', 'Desserts']",,,$,34.184253,-118.6052372,+18184533500,91367,6250 Topanga Canyon Blvd,Woodland Hills,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Woodland Hills', 'addressRegion': 'CA', 'postalCode': '91367', 'addressCountry': 'US', 'streetAddress': '6250 Topanga Canyon Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.184253, 'longitude': -118.6052372}",{}
Chop Shop Butcher & Grill,https://www.ubereats.com/los-angeles/food-delivery/chop-shop-butcher-%26-grill/7Osn0pAGScSX7SSwGBK9FQ,chatsworth-california,"['Steak', 'Mediterranean', 'Seafood', 'Sandwich', 'BBQ']",4.8,88,$$,34.273593,-118.501281,+18184881260,91344,11144 Balboa Blvd,Los Angeles,California,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'California', 'postalCode': '91344', 'addressCountry': 'US', 'streetAddress': '11144 Balboa Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.273593, 'longitude': -118.501281}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '88'}"
Charleys Philly Steaks (Topanga Mall),https://www.ubereats.com/los-angeles/food-delivery/charleys-philly-steaks-topanga-mall/ISt8gzmaSfm3Rxx4XJ5dNA,chatsworth-california,"['Sandwich', 'Kids Friendly', 'Comfort Food']",,,$,34.1904866,-118.6022074,+18184245963,91303,6600 Topanga Canyon Blvd,Canoga Park,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '17:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Canoga Park', 'addressRegion': 'CA', 'postalCode': '91303', 'addressCountry': 'US', 'streetAddress': '6600 Topanga Canyon Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.1904866, 'longitude': -118.6022074}",{}
,https://www.ubereats.com/los-angeles/food-delivery/green-burrito-5786-e-los-angeles-ave/jtgww-skQ_W8kF5rOem3zw,chatsworth-california,,,,,,,,,,,,,,,
Burrito Clasico,https://www.ubereats.com/los-angeles/food-delivery/burrito-clasico/bmmOHHVrTEmbjSLcG-Wu-Q,chatsworth-california,"['Mexican', 'Vegetarian', 'New American']",4.3,18,$,34.22140290000001,-118.5036438,+18187059259,91325,17019 Roscoe Blvd,Northridge,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '9:0', 'closes': '2:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Northridge', 'addressRegion': 'CA', 'postalCode': '91325', 'addressCountry': 'US', 'streetAddress': '17019 Roscoe Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.22140290000001, 'longitude': -118.5036438}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '18'}"
Vanak Bakery,https://www.ubereats.com/los-angeles/food-delivery/vanak-bakery/SJ_gZocxRRa2LBeIADXmQA,chatsworth-california,"['Middle Eastern', 'Persian']",,,$,34.1795721,-118.5356826,+18185307402,91356,6030 Reseda Blvd,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:45', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:15', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '8:15', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91356', 'addressCountry': 'US', 'streetAddress': '6030 Reseda Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.1795721, 'longitude': -118.5356826}",{}
La Palma,https://www.ubereats.com/los-angeles/food-delivery/la-palma/K9VQfh3lTMySjUmBXK0Wxg,chatsworth-california,"['Mediterranean', 'Greek', 'Vegetarian']",,,$,34.2078142,-118.5706424,+18186789658,91306,7560 Winnetka Ave,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '23:55'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91306', 'addressCountry': 'US', 'streetAddress': '7560 Winnetka Ave'}","{'@type': 'GeoCoordinates', 'latitude': 34.2078142, 'longitude': -118.5706424}",{}
Buffalo's Express - Woodland Hills,https://www.ubereats.com/los-angeles/food-delivery/buffalos-express-woodland-hills/m0UVwn1ITomus6ovrDmEuA,chatsworth-california,['American'],4.7,10,$,34.168666,-118.604011,+18187020257,91364,21911 Ventura Blvd,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91364', 'addressCountry': 'US', 'streetAddress': '21911 Ventura Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 34.168666, 'longitude': -118.604011}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '10'}"
Boba Loca- Woodland Hills,https://www.ubereats.com/los-angeles/food-delivery/boba-loca-woodland-hills/GW0NTNcxQyi_P8I2OZL21A,chatsworth-california,"['Healthy', 'Vegetarian', 'Salads']",,,$,34.1713589,-118.5677062,+18186102622,91364,19936 Ventura Boulevard,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91364', 'addressCountry': 'US', 'streetAddress': '19936 Ventura Boulevard'}","{'@type': 'GeoCoordinates', 'latitude': 34.1713589, 'longitude': -118.5677062}",{}
Tacos Michoacan,https://www.ubereats.com/los-angeles/food-delivery/tacos-michoacan/Xx_ep0cmRHCIMoXV3ma8zg,chatsworth-california,"['Mexican', 'Latin American', 'New Mexican']",,,$,34.23233809999999,-118.5627254,+16613439094,91324,19703 Nordhoff St,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91324', 'addressCountry': 'US', 'streetAddress': '19703 Nordhoff St'}","{'@type': 'GeoCoordinates', 'latitude': 34.23233809999999, 'longitude': -118.5627254}",{}
Papa John's (Northridge),https://www.ubereats.com/los-angeles/food-delivery/papa-johns-northridge/osPzjFhCTjSL417obXnTQg,chatsworth-california,"['Pizza', 'Wings', 'Desserts']",4.9,61,$,34.23516,-118.527769,+18188821717,91325,18110 Nordhoff St,Los Angeles,California,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '22:25'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '23:25'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'California', 'postalCode': '91325', 'addressCountry': 'US', 'streetAddress': '18110 Nordhoff St'}","{'@type': 'GeoCoordinates', 'latitude': 34.23516, 'longitude': -118.527769}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '61'}"
,https://www.ubereats.com/los-angeles/food-delivery/mcdonalds-2375-tapo-street/pkZRUQjyTPKRwGdhJEOkqQ,chatsworth-california,,,,,,,,,,,,,,,
,https://www.ubereats.com/los-angeles/food-delivery/mod-pizza-simi-valley/R8VeBq_NQ2-6cec8JUSscA,chatsworth-california,,,,,,,,,,,,,,,
Fried,https://www.ubereats.com/los-angeles/food-delivery/fried/niuRG7L3Ty-q9sns3LffKw,chatsworth-california,"['Breakfast and Brunch', 'American', 'Sandwiches']",,,$,34.2206813,-118.5532528,+17477773511,91324,8300 Tampa Avenue,Los Angeles,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Los Angeles', 'addressRegion': 'CA', 'postalCode': '91324', 'addressCountry': 'US', 'streetAddress': '8300 Tampa Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 34.2206813, 'longitude': -118.5532528}",{}
Panda Express (Chatsworth) 20515 Devonshire St.,https://www.ubereats.com/los-angeles/food-delivery/panda-express-chatsworth-20515-devonshire-st/bnQnD0hkQ_e9LGnJcjPcng,chatsworth-california,"['Chinese', 'Family Meals']",4.6,99,$,34.257554,-118.580489,+18187180380,91311,20515 Devonshire St.,Chatsworth,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Chatsworth', 'addressRegion': 'CA', 'postalCode': '91311', 'addressCountry': 'US', 'streetAddress': '20515 Devonshire St.'}","{'@type': 'GeoCoordinates', 'latitude': 34.257554, 'longitude': -118.580489}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '99'}"
