name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Arby's (8506),https://www.ubereats.com/oklahoma-city/food-delivery/arbys-8506/9pAtj-WQTLGXrf9GqdDiRw,edmond-oklahoma,"['American', 'Sandwich', 'Fast Food', 'Kids Friendly']",,,$,35.60646060000001,-97.6201906,+14057210335,73142,13416 N Mac Arthur Blvd,Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73142', 'addressCountry': 'US', 'streetAddress': '13416 N Mac Arthur Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 35.60646060000001, 'longitude': -97.6201906}",{}
Papa John's (109 E Second),https://www.ubereats.com/oklahoma-city/food-delivery/papa-johns-109-e-second/XG2U2NO_QJyeA9aZTh51nQ,edmond-oklahoma,"['Pizza', 'Wings', 'Desserts']",4.5,26,$$,35.653335,-97.478983,+14058447900,73034,109 E 2nd St,Edmond,Oklahoma,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:10'}]","{'@type': 'PostalAddress', 'addressLocality': 'Edmond', 'addressRegion': 'Oklahoma', 'postalCode': '73034', 'addressCountry': 'US', 'streetAddress': '109 E 2nd St'}","{'@type': 'GeoCoordinates', 'latitude': 35.653335, 'longitude': -97.478983}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '26'}"
Twin Peaks Restaurant (3109 W Memorial),https://www.ubereats.com/oklahoma-city/food-delivery/twin-peaks-restaurant-3109-w-memorial/QbAhjT8VR26jC25Xu3b4XQ,edmond-oklahoma,"['Burgers', 'American', 'Sandwiches']",4.2,22,$,35.6103171,-97.5724269,+14054185555,73134,3109 W Memorial,Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73134', 'addressCountry': 'US', 'streetAddress': '3109 W Memorial'}","{'@type': 'GeoCoordinates', 'latitude': 35.6103171, 'longitude': -97.5724269}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '22'}"
Menchie's Frozen Yogurt (13230 Pawnee Dr),https://www.ubereats.com/oklahoma-city/food-delivery/menchies-frozen-yogurt-13230-pawnee-dr/X3eh2_WSRMWRuE-8uEDsFw,edmond-oklahoma,"['Ice Cream and Frozen Yogurt', 'Desserts']",,,$,35.6041523,-97.5340792,+14054740443,73114,13230 Pawnee Dr,Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73114', 'addressCountry': 'US', 'streetAddress': '13230 Pawnee Dr'}","{'@type': 'GeoCoordinates', 'latitude': 35.6041523, 'longitude': -97.5340792}",{}
Hootie's Burger Bar (13320 N. Pennsylvania Ave.),https://www.ubereats.com/oklahoma-city/food-delivery/hooties-burger-bar-13320-n-pennsylvania-ave/Sci2ZLBnRRuPu_ArFWTWTA,edmond-oklahoma,"['American', 'Bar Food', 'burger']",3.8,16,$$,35.6054326,-97.54888539999999,+14057495882,73120,13320 N. Pennsylvania Ave.,Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73120', 'addressCountry': 'US', 'streetAddress': '13320 N. Pennsylvania Ave.'}","{'@type': 'GeoCoordinates', 'latitude': 35.6054326, 'longitude': -97.54888539999999}","{'@type': 'AggregateRating', 'ratingValue': 3.8, 'reviewCount': '16'}"
Long John Silver's (2101 N.W. 122nd),https://www.ubereats.com/oklahoma-city/food-delivery/long-john-silvers-2101-nw-122nd/PquXrmZlTsy0cKlBG2ZNKg,edmond-oklahoma,"['Seafood', 'Desserts', 'Chicken', 'Family Meals']",3.9,37,$,35.5949881,-97.5497953,+14053020069,73120,2101 N.W. 122nd,Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73120', 'addressCountry': 'US', 'streetAddress': '2101 N.W. 122nd'}","{'@type': 'GeoCoordinates', 'latitude': 35.5949881, 'longitude': -97.5497953}","{'@type': 'AggregateRating', 'ratingValue': 3.9, 'reviewCount': '37'}"
Five Guys OK-1548 2300 W Memorial Rd,https://www.ubereats.com/oklahoma-city/food-delivery/five-guys-ok-1548-2300-w-memorial-rd/FZMYznYaQdSanwt60qaBfg,edmond-oklahoma,"['American', 'Burgers']",4.5,54,$,35.607623,-97.552686,+14057534554,73134,"2300 West Memorial, Suite 160",Oklahoma City,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Oklahoma City', 'addressRegion': 'OK', 'postalCode': '73134', 'addressCountry': 'US', 'streetAddress': '2300 West Memorial, Suite 160'}","{'@type': 'GeoCoordinates', 'latitude': 35.607623, 'longitude': -97.552686}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '54'}"
Downtown Nutrition & Energy,https://www.ubereats.com/oklahoma-city/food-delivery/downtown-nutrition-%26-energy/mXjFZHWuSmKwToLtELQXpw,edmond-oklahoma,"['Bubble Tea', 'Healthy', 'Juice and Smoothies']",,,$,35.65658469999999,-97.480613,+14057605599,73034,100 N Broadway,Edmond,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '14:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Edmond', 'addressRegion': 'OK', 'postalCode': '73034', 'addressCountry': 'US', 'streetAddress': '100 N Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 35.65658469999999, 'longitude': -97.480613}",{}
Phillyhoma,https://www.ubereats.com/oklahoma-city/food-delivery/phillyhoma/nCprX0O-TN2F3wFLre8T8Q,edmond-oklahoma,"['Salads', 'Wings', 'Kids Friendly']",4.3,16,$,35.6540901,-97.4647004,+14054384378,73034,1165 E 2nd St,Edmond,OK,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Edmond', 'addressRegion': 'OK', 'postalCode': '73034', 'addressCountry': 'US', 'streetAddress': '1165 E 2nd St'}","{'@type': 'GeoCoordinates', 'latitude': 35.6540901, 'longitude': -97.4647004}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '16'}"
Teriyaki Madness (15124 Lleytons Court),https://www.ubereats.com/oklahoma-city/food-delivery/teriyaki-madness-15124-lleytons-court/YcNX6QMkSx2BEBtOlS77ng,edmond-oklahoma,"['Japanese', 'Asian Fusion', 'Chinese', 'Asian']",4.6,38,$,35.624581,-97.551624,+14057260853,73013,15124 Lleytons Court,Edmond,Oklahoma,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Edmond', 'addressRegion': 'Oklahoma', 'postalCode': '73013', 'addressCountry': 'US', 'streetAddress': '15124 Lleytons Court'}","{'@type': 'GeoCoordinates', 'latitude': 35.624581, 'longitude': -97.551624}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '38'}"
