name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Wings Over Lowell,https://www.ubereats.com/boston/food-delivery/wings-over-lowell/j6s7HIC6QGevtaY8HfZ3sg,lowell-massachusetts,"['Wings', 'Sandwich', 'Salads', 'Traditional American']",4.4,452,$,42.644177,-71.309015,+19784419464,01852,26 Market St,Lowell,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '0:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '11:1'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '16:0', 'closes': '0:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '0:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lowell', 'addressRegion': 'MA', 'postalCode': '01852', 'addressCountry': 'US', 'streetAddress': '26 Market St'}","{'@type': 'GeoCoordinates', 'latitude': 42.644177, 'longitude': -71.309015}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '452'}"
McDonald's® (1260 BRIDGE ST),https://www.ubereats.com/boston/food-delivery/mcdonalds-1260-bridge-st/WEwYs-juTVSAbySA1DkBvg,lowell-massachusetts,"['American', 'Burgers', 'Fast Food']",4.2,239,$,42.666058,-71.303762,+19784593029,1826,1260 BRIDGE ST,DRACUT,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '4:0', 'closes': '10:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '3:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '4:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '3:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '4:0', 'closes': '10:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '3:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'DRACUT', 'addressRegion': 'MA', 'postalCode': '1826', 'addressCountry': 'US', 'streetAddress': '1260 BRIDGE ST'}","{'@type': 'GeoCoordinates', 'latitude': 42.666058, 'longitude': -71.303762}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '239'}"
Little Caesars Pizza (430 Bridge St),https://www.ubereats.com/boston/food-delivery/little-caesars-pizza-430-bridge-st/onk_gEGVSn6UAqxKI0oENw,lowell-massachusetts,"['Pizza', 'Fast Food', 'Italian']",4.6,141,$,42.650769,-71.303777,+19787106053,01850,430 Bridge St,Lowell,Massachusetts,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lowell', 'addressRegion': 'Massachusetts', 'postalCode': '01850', 'addressCountry': 'US', 'streetAddress': '430 Bridge St'}","{'@type': 'GeoCoordinates', 'latitude': 42.650769, 'longitude': -71.303777}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '141'}"
Applebee's (85 Main St) #81046,https://www.ubereats.com/boston/food-delivery/applebees-85-main-st-%2381046/kSLXvD0MToiYv29kPssdZg,lowell-massachusetts,"['American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings', 'Family Meals']",4.4,124,$$,42.6259654,-71.2708938,+19788580418,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '23:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '0:30'}]",,"{'@type': 'GeoCoordinates', 'latitude': 42.6259654, 'longitude': -71.2708938}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '124'}"
,https://www.ubereats.com/boston/food-delivery/ihop-528-s-broadway/Vl5mqZCFSRalc7Czo5BRxg,lowell-massachusetts,,,,,,,,,,,,,,,
,https://www.ubereats.com/manchester-nh/food-delivery/feng-shui/YfVWeSB5QUu-oEKgcrd5KQ,lowell-massachusetts,,,,,,,,,,,,,,,
,https://www.ubereats.com/boston/food-delivery/dunkin-123-bridge-st/tBVFrSqsT2qq81L3i-NSUA,lowell-massachusetts,,,,,,,,,,,,,,,
Fuji,https://www.ubereats.com/boston/food-delivery/fuji/BXwsiYO3Q_i8gSVrPsCtdg,lowell-massachusetts,"['Asian Fusion', 'Sushi', 'Noodles']",4.6,163,$,42.6457317,-71.30877579999999,+19783230515,01852,61 Merrimack St,Lowell,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lowell', 'addressRegion': 'MA', 'postalCode': '01852', 'addressCountry': 'US', 'streetAddress': '61 Merrimack St'}","{'@type': 'GeoCoordinates', 'latitude': 42.6457317, 'longitude': -71.30877579999999}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '163'}"
Mill City Pizzeria,https://www.ubereats.com/boston/food-delivery/mill-city-pizzeria/d-x3Vk02SRCTwkFvVv8yew,lowell-massachusetts,"['Pizza', 'American', 'Italian', 'Allergy Friendly']",4.3,93,$,42.6339331,-71.33347069999999,+19784544443,01851,494 Westford St,Lowell,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '22:1'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '22:1'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '17:0', 'closes': '22:1'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lowell', 'addressRegion': 'MA', 'postalCode': '01851', 'addressCountry': 'US', 'streetAddress': '494 Westford St'}","{'@type': 'GeoCoordinates', 'latitude': 42.6339331, 'longitude': -71.33347069999999}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '93'}"
Lu’s Cafe and Bakery,https://www.ubereats.com/boston/food-delivery/lus-cafe-and-bakery/YVoihCVxQPyZ3bkJ3720Vw,lowell-massachusetts,"['Cafe', 'Coffee and Tea', 'Bakery']",5.0,149,,42.7071445,-71.1616777,+19786558456,01840,2,Lawrence,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '9:0', 'closes': '15:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lawrence', 'addressRegion': 'MA', 'postalCode': '01840', 'addressCountry': 'US', 'streetAddress': '2'}","{'@type': 'GeoCoordinates', 'latitude': 42.7071445, 'longitude': -71.1616777}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '149'}"
