name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Dunkin' (1669 Oakland Ave),https://www.ubereats.com/pittsburgh/food-delivery/dunkin-1669-oakland-ave/5egS6XAAQ9amoFQLs1PLDA,indiana-pennsylvania,"['Breakfast and Brunch', 'Donuts']",4.6,13,$,40.61410559999999,-79.1729859,+17244712235,15701,1669 Oakland Ave,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '1669 Oakland Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.61410559999999, 'longitude': -79.1729859}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '13'}"
Auntie Anne's (2334 Oakdale Ave Suite 51),https://www.ubereats.com/pittsburgh/food-delivery/auntie-annes-2334-oakdale-ave-suite-51/nXfmwswWRPGwnyDbRwzbTg,indiana-pennsylvania,"['Bakery', 'Comfort Food', 'Desserts', 'Pretzel']",,,$,40.6085524,-79.1846462,+17243494181,15701,2334 Oakdale Ave Suite 51,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '17:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '2334 Oakdale Ave Suite 51'}","{'@type': 'GeoCoordinates', 'latitude': 40.6085524, 'longitude': -79.1846462}",{}
Sheetz - 768 Wayne Avenue (19),https://www.ubereats.com/pittsburgh/food-delivery/sheetz-768-wayne-avenue-19/A8sbtvcATEm_fSi8f2JwDw,indiana-pennsylvania,"['American', 'Comfort Food', 'Deli', 'Desserts', 'Dinner', 'Fast Food', 'pizza', 'salad', 'Sandwich']",4.2,13,$,40.6185397,-79.1530233,+17244652467,15701,768 Wayne Avenue,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '1:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '768 Wayne Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.6185397, 'longitude': -79.1530233}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '13'}"
Lemoona House ,https://www.ubereats.com/pittsburgh/food-delivery/lemoona-house/ypayUYOQTtmd0mT6vfywQg,indiana-pennsylvania,"['Middle Eastern', 'Pizza', 'Sandwich']",,,,40.6235,-79.15356,+17248011931,15701,701 Philadelphia Street,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '16:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '701 Philadelphia Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.6235, 'longitude': -79.15356}",{}
Papa John's (1386 Oakland Ave.),https://www.ubereats.com/pittsburgh/food-delivery/papa-johns-1386-oakland-ave/A48sPIthSyWMmLLllaC4Fw,indiana-pennsylvania,"['Pizza', 'Wings', 'Desserts']",4.6,29,$,40.6153384,-79.1681026,+17243490909,15701,1386 Oakland Ave.,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '22:25'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '1386 Oakland Ave.'}","{'@type': 'GeoCoordinates', 'latitude': 40.6153384, 'longitude': -79.1681026}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '29'}"
Steel City Samiches,https://www.ubereats.com/pittsburgh/food-delivery/steel-city-samiches/aLVGDgi5S1i1GRY_cB_Vig,indiana-pennsylvania,"['Chicken', 'Burgers', 'Sandwich']",,,$,40.6234471,-79.153125,+17248018402,15701,15 N 7th St,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '15 N 7th St'}","{'@type': 'GeoCoordinates', 'latitude': 40.6234471, 'longitude': -79.153125}",{}
McDonald's® (1510 OAKLAND AVE),https://www.ubereats.com/pittsburgh/food-delivery/mcdonalds-1510-oakland-ave/bE1GbPZxTj2JKlm8FBrnBA,indiana-pennsylvania,"['American', 'Burgers', 'Fast Food', 'Fast Food']",4.8,51,$,40.615711,-79.170594,+17244658570,15701,1510 OAKLAND AVE,INDIANA,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '6:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'INDIANA', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '1510 OAKLAND AVE'}","{'@type': 'GeoCoordinates', 'latitude': 40.615711, 'longitude': -79.170594}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '51'}"
Taco Bell (1105 Oakland Avenue),https://www.ubereats.com/pittsburgh/food-delivery/taco-bell-1105-oakland-avenue/IQN9GnhMSYWAEFqCWtlsuw,indiana-pennsylvania,"['Burritos', 'Fast Food', 'Mexican']",4.1,141,$,40.6185541,-79.16104829999999,+17243498226,15701,1105 Oakland Avenue,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '14:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '0:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '7:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '14:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '7:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '9:0', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '1105 Oakland Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.6185541, 'longitude': -79.16104829999999}","{'@type': 'AggregateRating', 'ratingValue': 4.1, 'reviewCount': '141'}"
Ruby Tuesday (1414 Indian Springs Rd.),https://www.ubereats.com/pittsburgh/food-delivery/ruby-tuesday-1414-indian-springs-rd/FCiIyWVjRDmpKeQsMcNBDw,indiana-pennsylvania,"['Burgers', 'American', 'Sandwiches', 'Family Meals']",4.5,62,$,40.6039681,-79.1866398,+17244657853,15701,1414 Indian Springs Rd.,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '15:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '15:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '1414 Indian Springs Rd.'}","{'@type': 'GeoCoordinates', 'latitude': 40.6039681, 'longitude': -79.1866398}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '62'}"
Subway (475 Ben Franklin Road),https://www.ubereats.com/pittsburgh/food-delivery/subway-475-ben-franklin-road/FepqtxkNSZaKUziWB7gkiA,indiana-pennsylvania,"['Fast Food', 'Sandwich', 'American']",4.5,17,$,40.6117738,-79.1885626,+17247176956,15701,475 Ben Franklin Road,Indiana,PA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Indiana', 'addressRegion': 'PA', 'postalCode': '15701', 'addressCountry': 'US', 'streetAddress': '475 Ben Franklin Road'}","{'@type': 'GeoCoordinates', 'latitude': 40.6117738, 'longitude': -79.1885626}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '17'}"
