name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Bob Evans (7315 E State Route 37),https://www.ubereats.com/columbus/food-delivery/bob-evans-7315-e-state-route-37/yyCPyGNpRe-E6T_fx9PYvg,galena-ohio,"['American', 'Breakfast and Brunch', 'Cafe', 'Omelette', 'Traditional American']",,,$$,40.2673456,-82.9290631,+17403634656,43074,7315 E State Route 37,Sunbury,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Sunbury', 'addressRegion': 'OH', 'postalCode': '43074', 'addressCountry': 'US', 'streetAddress': '7315 E State Route 37'}","{'@type': 'GeoCoordinates', 'latitude': 40.2673456, 'longitude': -82.9290631}",{}
Chipotle Mexican Grill (4750 Morse Rd),https://www.ubereats.com/columbus/food-delivery/chipotle-mexican-grill-4750-morse-rd/xpU2ZrqKTcKvx0L4ijI6dA,galena-ohio,"['Healthy', 'Mexican']",4.4,179,$,40.0559236,-82.8662076,+16144723720,43230,4750 Morse Rd,Columbus,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:45', 'closes': '21:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'Columbus', 'addressRegion': 'OH', 'postalCode': '43230', 'addressCountry': 'US', 'streetAddress': '4750 Morse Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.0559236, 'longitude': -82.8662076}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '179'}"
Buffalo Wings & Rings (8661 Columbus Pike),https://www.ubereats.com/columbus/food-delivery/buffalo-wings-%26-rings-8661-columbus-pike/aRhd16PeSnqlRaenCQKI5A,galena-ohio,"['American', 'Appetizers', 'BBQ', 'Chicken', 'Chicken Wings', 'Family Meals']",4.4,61,$,40.1645445,-83.0187236,+17405481700,43035,8661 Columbus Pike,Lewis Center,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lewis Center', 'addressRegion': 'OH', 'postalCode': '43035', 'addressCountry': 'US', 'streetAddress': '8661 Columbus Pike'}","{'@type': 'GeoCoordinates', 'latitude': 40.1645445, 'longitude': -83.0187236}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '61'}"
Arby's (8673 Columbus Pike),https://www.ubereats.com/columbus/food-delivery/arbys-8673-columbus-pike/Szzc7txeTv65qtdlfW8zcg,galena-ohio,"['American', 'Sandwich', 'Fast Food', 'Kids Friendly']",4.5,44,$,40.1634253,-83.0186396,+17406571690,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '23:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 40.1634253, 'longitude': -83.0186396}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '44'}"
Buffalo Wild Wings (1380 Cherry Bottom Rd),https://www.ubereats.com/columbus/food-delivery/buffalo-wild-wings-1380-cherry-bottom-rd/vcIy5rh5SMaqNvcQYQfaOQ,galena-ohio,"['wings', 'American', 'Chicken']",4.4,171,$$,40.05529540000001,-82.88448749999999,+16144787972,43230,1380 Cherry Bottom Rd,Gahanna,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Gahanna', 'addressRegion': 'OH', 'postalCode': '43230', 'addressCountry': 'US', 'streetAddress': '1380 Cherry Bottom Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.05529540000001, 'longitude': -82.88448749999999}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '171'}"
Charlie's Chicken ,https://www.ubereats.com/columbus/food-delivery/charlies-chicken/Rp96fMwHRF65kutW74Fxjw,galena-ohio,"['Comfort Food', 'American', 'Wings']",,,$,40.15178299999999,-82.99588949999999,+16148546250,43035,8939 S Old State Rd,Lewis Center,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '6:11'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '23:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '23:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lewis Center', 'addressRegion': 'OH', 'postalCode': '43035', 'addressCountry': 'US', 'streetAddress': '8939 S Old State Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.15178299999999, 'longitude': -82.99588949999999}",{}
Saigon Asian Bistro,https://www.ubereats.com/columbus/food-delivery/saigon-asian-bistro/0JsUQBgcQ8CDgE2S8lhS0A,galena-ohio,"['Chinese', 'Asian', 'Asian Fusion']",4.5,97,$,40.1589208,-83.0204862,+17406578887,43035,50 Neverland Dr,Lewis Center,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lewis Center', 'addressRegion': 'OH', 'postalCode': '43035', 'addressCountry': 'US', 'streetAddress': '50 Neverland Dr'}","{'@type': 'GeoCoordinates', 'latitude': 40.1589208, 'longitude': -83.0204862}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '97'}"
Dairy Queen - Treat (811 Park Rd),https://www.ubereats.com/columbus/food-delivery/dairy-queen-treat-811-park-rd/hQ41kUmoROO1kR-okLanwg,galena-ohio,"['American', 'Fast Food', 'Ice Cream & Frozen Yogurt']",4.7,78,$,40.12527960000001,-82.97861180000001,+16144364626,43085,811 Park Rd,Worthington,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Worthington', 'addressRegion': 'OH', 'postalCode': '43085', 'addressCountry': 'US', 'streetAddress': '811 Park Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.12527960000001, 'longitude': -82.97861180000001}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '78'}"
Double Barrel Kitchen & Bar,https://www.ubereats.com/columbus/food-delivery/double-barrel-kitchen-%26-bar/oy_2P1hGSEmAxboA7eeWSw,galena-ohio,"['American', 'Burgers', 'Sandwiches']",,,$,40.0903809,-82.8500523,+16142454247,43081,6445 N Hamilton Rd,Westerville,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '13:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Westerville', 'addressRegion': 'OH', 'postalCode': '43081', 'addressCountry': 'US', 'streetAddress': '6445 N Hamilton Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.0903809, 'longitude': -82.8500523}",{}
Panda House,https://www.ubereats.com/columbus/food-delivery/panda-house/tpewZpWhTdqMoHs530oMag,galena-ohio,['Chinese'],4.8,40,$,40.1549,-83.0008,+16148409730,43035,1208 E Powell Rd,Lewis Center,OH,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Lewis Center', 'addressRegion': 'OH', 'postalCode': '43035', 'addressCountry': 'US', 'streetAddress': '1208 E Powell Rd'}","{'@type': 'GeoCoordinates', 'latitude': 40.1549, 'longitude': -83.0008}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '40'}"
