name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Chef Skip 757,https://www.ubereats.com/virginia-beach/food-delivery/chef-skip-757/EQ6RY19aSxKgQOBwhws0bg,norfolk-virginia,"['Seafood', 'American', 'Southern']",4.8,143,$,36.8156193,-76.3566773,+17578793533,23701,4210,Portsmouth,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '4:0', 'closes': '4:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Portsmouth', 'addressRegion': 'VA', 'postalCode': '23701', 'addressCountry': 'US', 'streetAddress': '4210'}","{'@type': 'GeoCoordinates', 'latitude': 36.8156193, 'longitude': -76.3566773}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '143'}"
Zero's Subs,https://www.ubereats.com/virginia-beach/food-delivery/zeros-subs/m_ihv6WAQnyfy1wknlRGfA,norfolk-virginia,"['Sandwich', 'American']",4.7,157,$,36.88333,-76.184584,+17574603203,23455,5760 Northampton Blvd,Virginia Beach,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Virginia Beach', 'addressRegion': 'VA', 'postalCode': '23455', 'addressCountry': 'US', 'streetAddress': '5760 Northampton Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 36.88333, 'longitude': -76.184584}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '157'}"
Firehouse Subs (Indian River Rd),https://www.ubereats.com/virginia-beach/food-delivery/firehouse-subs-indian-river-rd/HoyZkrVTRmqORzyeSpZPuA,norfolk-virginia,"['Sandwich', 'Deli']",4.7,65,$,36.797063,-76.173345,+17579625776,23464,5224 Indian River Rd Ste 101,Virginia Beach,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Virginia Beach', 'addressRegion': 'VA', 'postalCode': '23464', 'addressCountry': 'US', 'streetAddress': '5224 Indian River Rd Ste 101'}","{'@type': 'GeoCoordinates', 'latitude': 36.797063, 'longitude': -76.173345}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '65'}"
Jessica's Sassy Bistro LLC,https://www.ubereats.com/virginia-beach/food-delivery/jessicas-sassy-bistro-llc/bUa8u8zwSH6Dvg7mLAU1_w,norfolk-virginia,['American'],,,$$,36.856476,-76.258024,+17579200689,23504,2598 Joe Austin Dr,Norfolk,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Norfolk', 'addressRegion': 'VA', 'postalCode': '23504', 'addressCountry': 'US', 'streetAddress': '2598 Joe Austin Dr'}","{'@type': 'GeoCoordinates', 'latitude': 36.856476, 'longitude': -76.258024}",{}
Burger King (1106 North Military Highway),https://www.ubereats.com/virginia-beach/food-delivery/burger-king-1106-north-military-highway/JwuAZnF4SGKkNyvMwu0KCg,norfolk-virginia,"['American', 'burger', 'Fast Food']",4.7,17,$,36.8598089,-76.20920869999999,+17574612740,23502,1106 North Military Highway,Norfolk,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '10:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Norfolk', 'addressRegion': 'VA', 'postalCode': '23502', 'addressCountry': 'US', 'streetAddress': '1106 North Military Highway'}","{'@type': 'GeoCoordinates', 'latitude': 36.8598089, 'longitude': -76.20920869999999}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '17'}"
Tropical Smoothie Cafe - Little Creek East Shopping Center,https://www.ubereats.com/virginia-beach/food-delivery/tropical-smoothie-cafe-little-creek-east-shopping-center/6L51WxJYSaqQH-tbp7BsyA,norfolk-virginia,"['Sandwich', 'Juice and Smoothies', 'Healthy']",4.6,148,$,36.917373,-76.196696,+17579655237,23518,3841 E Little Creek Rd,Norfolk,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '6:45', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Norfolk', 'addressRegion': 'VA', 'postalCode': '23518', 'addressCountry': 'US', 'streetAddress': '3841 E Little Creek Rd'}","{'@type': 'GeoCoordinates', 'latitude': 36.917373, 'longitude': -76.196696}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '148'}"
Jersey Mike's Subs (725 E. Little Creek Rd.),https://www.ubereats.com/virginia-beach/food-delivery/jersey-mikes-subs-725-e-little-creek-rd/EqDvCY1iThmeEDKKV9BxQg,norfolk-virginia,"['Sandwich', 'American']",4.7,124,$,36.9151367,-76.2526642,+17579629300,23518,725 E. Little Creek Rd.,Norfolk,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Norfolk', 'addressRegion': 'VA', 'postalCode': '23518', 'addressCountry': 'US', 'streetAddress': '725 E. Little Creek Rd.'}","{'@type': 'GeoCoordinates', 'latitude': 36.9151367, 'longitude': -76.2526642}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '124'}"
The Simple Greek - Chesapeake,https://www.ubereats.com/virginia-beach/food-delivery/the-simple-greek-chesapeake/4XkNnZPKTvKIxgSEYmwg_w,norfolk-virginia,"['Greek', 'Salads', 'Mediterranean']",4.3,71,$,36.776618,-76.2327036,+17573902887,23320,"1600 Crossways Blvd, Ste E, The Crossways Shopping Center",Chesapeake,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Chesapeake', 'addressRegion': 'VA', 'postalCode': '23320', 'addressCountry': 'US', 'streetAddress': '1600 Crossways Blvd, Ste E, The Crossways Shopping Center'}","{'@type': 'GeoCoordinates', 'latitude': 36.776618, 'longitude': -76.2327036}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '71'}"
Coaster Coffee,https://www.ubereats.com/virginia-beach/food-delivery/coaster-coffee/uzjfAlmrRZCvN60KT2qZ2w,norfolk-virginia,['Coffee and Tea'],4.6,37,$$,36.926259,-76.252399,+17577423124,23518,8418 Tidewater Dr,Norfolk,VA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:0', 'closes': '16:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'Norfolk', 'addressRegion': 'VA', 'postalCode': '23518', 'addressCountry': 'US', 'streetAddress': '8418 Tidewater Dr'}","{'@type': 'GeoCoordinates', 'latitude': 36.926259, 'longitude': -76.252399}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '37'}"
,https://www.ubereats.com/virginia-beach/food-delivery/coastal-spice/07aodkNtSGGqiI9-x5-1Zw,norfolk-virginia,,,,,,,,,,,,,,,
