name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Starbucks (US 19 & Gulf Dr),https://www.ubereats.com/tampa/food-delivery/starbucks-us-19-%26-gulf-dr/xXcz3ZDcS1GB93r7Vn0Gfw,trinity-florida,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee & Tea']",4.8,297,$,28.2385179,-82.7282129,+17278479071,34652,5435 Hwy 19,New Port Richey,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '6:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '5:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '6:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New Port Richey', 'addressRegion': 'FL', 'postalCode': '34652', 'addressCountry': 'US', 'streetAddress': '5435 Hwy 19'}","{'@type': 'GeoCoordinates', 'latitude': 28.2385179, 'longitude': -82.7282129}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '297'}"
Pauls Deli,https://www.ubereats.com/tampa/food-delivery/pauls-deli/aH1j8anZSfi99YMMzk1XLw,trinity-florida,"['Sandwich', 'Breakfast and Brunch', 'Salads']",,,$,28.12362779999999,-82.742595,+17279372144,34689-3914,851 E Klosterman Rd,Tarpon Springs,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '8:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tarpon Springs', 'addressRegion': 'FL', 'postalCode': '34689-3914', 'addressCountry': 'US', 'streetAddress': '851 E Klosterman Rd'}","{'@type': 'GeoCoordinates', 'latitude': 28.12362779999999, 'longitude': -82.742595}",{}
Juan's Mexican Grill,https://www.ubereats.com/tampa/food-delivery/juans-mexican-grill/2H1SlB7aRKa9sNiGYcBubg,trinity-florida,"['Latin American', 'Mexican']",4.8,482,$$,28.093927,-82.7716482,+17272238555,34683,671 Alderman Rd,Palm Harbor,Florida,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:1', 'closes': '0:2'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Palm Harbor', 'addressRegion': 'Florida', 'postalCode': '34683', 'addressCountry': 'US', 'streetAddress': '671 Alderman Rd'}","{'@type': 'GeoCoordinates', 'latitude': 28.093927, 'longitude': -82.7716482}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '482'}"
Westshore Pizza & Cheesesteak (Tarpon Springs),https://www.ubereats.com/tampa/food-delivery/westshore-pizza-%26-cheesesteak-tarpon-springs/DBBfE4h9S1OvJOQ-ZhSRfQ,trinity-florida,['Pizza'],4.6,68,$,28.141993,-82.740365,+17278880333,34689,40699 Hwy 19 N,Tarpon Springs,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '20:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '21:10'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '20:29'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tarpon Springs', 'addressRegion': 'FL', 'postalCode': '34689', 'addressCountry': 'US', 'streetAddress': '40699 Hwy 19 N'}","{'@type': 'GeoCoordinates', 'latitude': 28.141993, 'longitude': -82.740365}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '68'}"
ZenfiniTea,https://www.ubereats.com/tampa/food-delivery/zenfinitea/uoc4v1ENTt2c5kHqlNrWpg,trinity-florida,['Coffee & Tea'],,,$,28.209978099999997,-82.74095109999999,+17273125776,34652,3501 Universal Plz,New Port Richey,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '17:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday'], 'opens': '12:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New Port Richey', 'addressRegion': 'FL', 'postalCode': '34652', 'addressCountry': 'US', 'streetAddress': '3501 Universal Plz'}","{'@type': 'GeoCoordinates', 'latitude': 28.209978099999997, 'longitude': -82.74095109999999}",{}
First Watch (Trinity),https://www.ubereats.com/tampa/food-delivery/first-watch-trinity/VI_dmVbsTTyMAelrWJT0VA,trinity-florida,"['American', 'Breakfast and Brunch', 'Juice and Smoothies', 'Healthy']",4.6,105,$$,28.2056093,-82.6685588,+17272919944,34655,3240 Redeemer Way,New Port Richey,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '14:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'New Port Richey', 'addressRegion': 'FL', 'postalCode': '34655', 'addressCountry': 'US', 'streetAddress': '3240 Redeemer Way'}","{'@type': 'GeoCoordinates', 'latitude': 28.2056093, 'longitude': -82.6685588}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '105'}"
Wawa 5334 (12048 State Rd. 54),https://www.ubereats.com/tampa/food-delivery/wawa-5334-12048-state-rd-54/QeQL7DHgQ32ZuMG4IqyVZA,trinity-florida,"['Salads', 'Juice and Smoothies', 'Sandwich', 'Deli', 'Convenience', 'Grocery', 'Everyday Essentials']",4.3,94,$,28.1896187,-82.61619739999999,+18134455770,33556,12048 State Rd. 54,Odessa,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:1', 'closes': '5:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Odessa', 'addressRegion': 'FL', 'postalCode': '33556', 'addressCountry': 'US', 'streetAddress': '12048 State Rd. 54'}","{'@type': 'GeoCoordinates', 'latitude': 28.1896187, 'longitude': -82.61619739999999}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '94'}"
Saki Endless Sushi & Hibachi Eatery (Palm Harbor),https://www.ubereats.com/tampa/food-delivery/saki-endless-sushi-%26-hibachi-eatery-palm-harbor/h5019lSlRIm_5donLUi1NA,trinity-florida,"['Sushi', 'Asian', 'Japanese']",4.4,63,$$,28.0991398,-82.7389547,+17273515615,34684,35927 Hwy 19 N,Palm Harbor,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Palm Harbor', 'addressRegion': 'FL', 'postalCode': '34684', 'addressCountry': 'US', 'streetAddress': '35927 Hwy 19 N'}","{'@type': 'GeoCoordinates', 'latitude': 28.0991398, 'longitude': -82.7389547}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '63'}"
The Hungry Greek (Land O Lakes),https://www.ubereats.com/tampa/food-delivery/the-hungry-greek-land-o-lakes/4wcX0DFMSzykQdkb3KGYDg,trinity-florida,"['Mediterranean', 'Greek', 'Vegetarian', 'Family Meals']",4.9,90,$,28.1953304,-82.5223254,+18134285258,34638,17772 Aprile Drive,Land O' Lakes,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': ""Land O' Lakes"", 'addressRegion': 'FL', 'postalCode': '34638', 'addressCountry': 'US', 'streetAddress': '17772 Aprile Drive'}","{'@type': 'GeoCoordinates', 'latitude': 28.1953304, 'longitude': -82.5223254}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '90'}"
Dunkin' (5421 Little Rd Unit 100),https://www.ubereats.com/tampa/food-delivery/dunkin-5421-little-rd-unit-100/e403xsnLQEWnm5xwdh9Tow,trinity-florida,"['Breakfast and Brunch', 'Donuts']",4.6,56,$,28.2366792,-82.6710227,+17273762161,34655,5421 Little Rd,New Port Richey,FL,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '5:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New Port Richey', 'addressRegion': 'FL', 'postalCode': '34655', 'addressCountry': 'US', 'streetAddress': '5421 Little Rd'}","{'@type': 'GeoCoordinates', 'latitude': 28.2366792, 'longitude': -82.6710227}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '56'}"
