name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Little Caesars (2509 Flushing Rd),https://www.ubereats.com/flint/food-delivery/little-caesars-2509-flushing-rd/sjfT9J8yRaujC4bU_cta6g,flint,"['Pizza', 'American', 'Italian']",,,$,43.0239872,-83.731141,+18102328100,48504,2509 Flushing Rd,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48504', 'addressCountry': 'US', 'streetAddress': '2509 Flushing Rd'}","{'@type': 'GeoCoordinates', 'latitude': 43.0239872, 'longitude': -83.731141}",{}
J&S Street Foods,https://www.ubereats.com/flint/food-delivery/j%26s-street-foods/xPkk3zC4RZuI6my2mN6wig,flint,"['Seafood', 'Burgers', 'Fish and Chips']",,,$$,43.1204263,-83.67681689999999,+18016600761,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '14:0', 'closes': '22:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 43.1204263, 'longitude': -83.67681689999999}",{}
Cinnamom,https://www.ubereats.com/flint/food-delivery/cinnamom/pedhPs2ZSvGnM-ysknHb5w,flint,"['Desserts', 'Pastry']",,,$,42.93007120000001,-83.597887,+18108664342,48439,5454 Perry Rd,Grand Blanc,Michigan,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '15:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Grand Blanc', 'addressRegion': 'Michigan', 'postalCode': '48439', 'addressCountry': 'US', 'streetAddress': '5454 Perry Rd'}","{'@type': 'GeoCoordinates', 'latitude': 42.93007120000001, 'longitude': -83.597887}",{}
Jersey Mike’s Subs (1048 E. Hill Road),https://www.ubereats.com/flint/food-delivery/jersey-mikes-subs-1048-e-hill-road/6vvpkcbvQ6ugmm2Y0ttKXQ,flint,"['Sandwich', 'American']",4.6,21,$,42.9437249,-83.6906892,+18104076018,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 42.9437249, 'longitude': -83.6906892}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '21'}"
Tropical Smoothie Cafe - Flint Township,https://www.ubereats.com/flint/food-delivery/tropical-smoothie-cafe-flint-township/rWmecOe7SLKVts2Pl7Jwcw,flint,"['Juice and Smoothies', 'Healthy', 'Sandwich']",4.3,53,$,42.999015299999996,-83.77261120000001,+18107332100,48532,2103 South Linden Road,Flint Township,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint Township', 'addressRegion': 'MI', 'postalCode': '48532', 'addressCountry': 'US', 'streetAddress': '2103 South Linden Road'}","{'@type': 'GeoCoordinates', 'latitude': 42.999015299999996, 'longitude': -83.77261120000001}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '53'}"
"Qdoba Mexican Grill (2415 E Austins Pkwy, Ste B)",https://www.ubereats.com/flint/food-delivery/qdoba-mexican-grill-2415-e-austins-pkwy-ste-b/Sl8VMaveRsavGAwXohO6zg,flint,['Mexican'],4.4,100,$,42.9915609,-83.73782279999999,+18102394176,48507,"2415 E Austins Pkwy, Ste B",Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48507', 'addressCountry': 'US', 'streetAddress': '2415 E Austins Pkwy, Ste B'}","{'@type': 'GeoCoordinates', 'latitude': 42.9915609, 'longitude': -83.73782279999999}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '100'}"
KFC (1765 South Dort Highway),https://www.ubereats.com/flint/food-delivery/kfc-1765-south-dort-highway/xtrscx-nQQekgTguOqAI0Q,flint,"['American', 'Fast Food', 'wings']",,,$,43.01011190000001,-83.6538877,+18107441550,48503,1765 South Dort Highway,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '10:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '10:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48503', 'addressCountry': 'US', 'streetAddress': '1765 South Dort Highway'}","{'@type': 'GeoCoordinates', 'latitude': 43.01011190000001, 'longitude': -83.6538877}",{}
Five Guys MI-1374 6230 S. Saginaw St,https://www.ubereats.com/flint/food-delivery/five-guys-mi-1374-6230-s-saginaw-st/TU0P-FpvQlOeuCAbwTMdwg,flint,"['American', 'Burgers']",,,$,42.9377014,-83.6434467,+18106033483,48439,6230 S. Saginaw St.,Grand Blanc,MI,[],"{'@type': 'PostalAddress', 'addressLocality': 'Grand Blanc', 'addressRegion': 'MI', 'postalCode': '48439', 'addressCountry': 'US', 'streetAddress': '6230 S. Saginaw St.'}","{'@type': 'GeoCoordinates', 'latitude': 42.9377014, 'longitude': -83.6434467}",{}
Cinnamom - Flint,https://www.ubereats.com/flint/food-delivery/cinnamom-flint/ovwfTThySTWlQK64-0814g,flint,"['Pastry', 'Desserts']",,,$,43.0170525,-83.6871951,+18103474822,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '9:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '9:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '17:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 43.0170525, 'longitude': -83.6871951}",{}
Famous Daves (G-3558 Miller Road),https://www.ubereats.com/flint/food-delivery/famous-daves-g-3558-miller-road/sod-M3-uQrumRqylNgWuKA,flint,"['American', 'BBQ']",4.3,47,$$,42.9850834,-83.7502932,+18107204600,48507,G-3558 Miller Road,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48507', 'addressCountry': 'US', 'streetAddress': 'G-3558 Miller Road'}","{'@type': 'GeoCoordinates', 'latitude': 42.9850834, 'longitude': -83.7502932}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '47'}"
KFC (1445 West Bristol Road),https://www.ubereats.com/flint/food-delivery/kfc-1445-west-bristol-road/YGOHBg-sSeKAqqjehc39Ag,flint,"['American', 'Fast Food', 'wings']",,,$,42.9734496,-83.7094106,+18102394628,48507,1445 West Bristol Road,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48507', 'addressCountry': 'US', 'streetAddress': '1445 West Bristol Road'}","{'@type': 'GeoCoordinates', 'latitude': 42.9734496, 'longitude': -83.7094106}",{}
Vehicle City Group,https://www.ubereats.com/flint/food-delivery/vehicle-city-group/avQGBjKPRvuni1wSjpaKRQ,flint,"['Mediterranean', 'Greek', 'Vegetarian']",,,$,43.0524347,-83.61779829999999,+18108208199,48506,3166 Comer St,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48506', 'addressCountry': 'US', 'streetAddress': '3166 Comer St'}","{'@type': 'GeoCoordinates', 'latitude': 43.0524347, 'longitude': -83.61779829999999}",{}
Tim Horton's (2435 West Hill Road),https://www.ubereats.com/flint/food-delivery/tim-hortons-2435-west-hill-road/sZL58BK4T--dIo59d9pHMw,flint,"['Bakery', 'Cafe', 'Donuts']",,,$$,42.943533,-83.7281943,+18103541116,48507,2435 West Hill Road,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '13:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '13:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48507', 'addressCountry': 'US', 'streetAddress': '2435 West Hill Road'}","{'@type': 'GeoCoordinates', 'latitude': 42.943533, 'longitude': -83.7281943}",{}
Rally's (855 E. Fifth Avenue),https://www.ubereats.com/flint/food-delivery/rallys-855-e-fifth-avenue/GBUreGr8QOGIYx9Jbruyyw,flint,"['American', 'burger']",3.4,16,$,43.02375199999999,-83.6931546,+18102349577,48503,855 E. Fifth Avenue,Flint,MI,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '1:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '2:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Flint', 'addressRegion': 'MI', 'postalCode': '48503', 'addressCountry': 'US', 'streetAddress': '855 E. Fifth Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 43.02375199999999, 'longitude': -83.6931546}","{'@type': 'AggregateRating', 'ratingValue': 3.4, 'reviewCount': '16'}"
