name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
,https://www.ubereats.com/boston/food-delivery/tenka-asian-bistro/SZGjvLN5TPa8fA7c5KCS7w,shrewsbury-massachusetts,,,,,,,,,,,,,,,
,https://www.ubereats.com/worcester/food-delivery/wing-squad-solomon-pond/lMMChFq6SY6MzF6OyKYf0w,shrewsbury-massachusetts,,,,,,,,,,,,,,,
Siam 9,https://www.ubereats.com/worcester/food-delivery/siam-9/a8FzA5y-Sc-fySVV_zCVcA,shrewsbury-massachusetts,"['Thai', 'Asian', 'Noodles']",,,$,42.3320494,-71.8350028,+15082100535,01520,456 Main Street,Holden,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Holden', 'addressRegion': 'MA', 'postalCode': '01520', 'addressCountry': 'US', 'streetAddress': '456 Main Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.3320494, 'longitude': -71.8350028}",{}
Papa Gino's (681 W. Boylston Street),https://www.ubereats.com/worcester/food-delivery/papa-ginos-681-w-boylston-street/th1SS7PTTzGziNNMYa9y7w,shrewsbury-massachusetts,"['Italian', 'Pasta', 'Comfort Food']",,,$,42.3153537,-71.7969761,+15088527871,1606,681 W. Boylston Street,Worcester,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:30', 'closes': '22:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Worcester', 'addressRegion': 'MA', 'postalCode': '1606', 'addressCountry': 'US', 'streetAddress': '681 W. Boylston Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.3153537, 'longitude': -71.7969761}",{}
,https://www.ubereats.com/boston/food-delivery/chuan-shabu/NSO52R2ETjiv098kSuiiwg,shrewsbury-massachusetts,,,,,,,,,,,,,,,
Mai Tai Bar and Sushi,https://www.ubereats.com/worcester/food-delivery/mai-tai-bar-and-sushi/1XblhcbkT5qevM_2myBYGA,shrewsbury-massachusetts,"['Sushi', 'Asian', 'Asian Fusion']",,,$$,42.2582499,-71.798579,+15087515900,1604,69 Green St,Worcester,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:30', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Worcester', 'addressRegion': 'MA', 'postalCode': '1604', 'addressCountry': 'US', 'streetAddress': '69 Green St'}","{'@type': 'GeoCoordinates', 'latitude': 42.2582499, 'longitude': -71.798579}",{}
Hootie's Burger Bar (Shrewsbury) ,https://www.ubereats.com/worcester/food-delivery/hooties-burger-bar-shrewsbury/dUzCIyUZRFmpm-tTD7j-FA,shrewsbury-massachusetts,"['Burgers', 'American', 'Bar Food']",,,$$,42.2761521,-71.73819809999999,+15087558700,01545,291 Boston Turnpike,Shrewsbury,Massachusetts,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Shrewsbury', 'addressRegion': 'Massachusetts', 'postalCode': '01545', 'addressCountry': 'US', 'streetAddress': '291 Boston Turnpike'}","{'@type': 'GeoCoordinates', 'latitude': 42.2761521, 'longitude': -71.73819809999999}",{}
Applebee's (70 Worcester Providence Turnpike) #81074,https://www.ubereats.com/worcester/food-delivery/applebees-70-worcester-providence-turnpike-%2381074/0mQnBUCfS5qoMJ5X_lJhaA,shrewsbury-massachusetts,"['American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings']",4.3,28,$$,42.197323987304934,-71.77804089528631,+15085819270,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '23:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '0:30'}]",,"{'@type': 'GeoCoordinates', 'latitude': 42.197323987304934, 'longitude': -71.77804089528631}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '28'}"
"TGI Friday's (644 - BERLIN/MARLBOROUGH, MA)",https://www.ubereats.com/worcester/food-delivery/tgi-fridays-644-berlin-marlborough-ma/92MoOi5lQiuCK4sPlw_pPQ,shrewsbury-massachusetts,"['Burgers', 'Bar Food', 'American']",3.9,30,$$,42.35568,-71.6141,+15083030996,01752,601 Donald Lynch Blvd,Marlboro,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '0:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Marlboro', 'addressRegion': 'MA', 'postalCode': '01752', 'addressCountry': 'US', 'streetAddress': '601 Donald Lynch Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 42.35568, 'longitude': -71.6141}","{'@type': 'AggregateRating', 'ratingValue': 3.9, 'reviewCount': '30'}"
"Starbucks (Worcester, East Central Street)",https://www.ubereats.com/worcester/food-delivery/starbucks-worcester-east-central-street/VTHz68B_RkaoSxy9NSST3A,shrewsbury-massachusetts,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee & Tea']",4.7,66,$,42.26690769999999,-71.7944103,+15087564048,1605,11 East Central Street,Worcester,MA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Worcester', 'addressRegion': 'MA', 'postalCode': '1605', 'addressCountry': 'US', 'streetAddress': '11 East Central Street'}","{'@type': 'GeoCoordinates', 'latitude': 42.26690769999999, 'longitude': -71.7944103}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '66'}"
