name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString
Burger King (7900 South Atlantic Avenue),https://www.ubereats.com/los-angeles/food-delivery/burger-king-7900-south-atlantic-avenue/UG7KeK1TR4-klMckyokFeA,montebello-california,"['American', 'burger', 'Fast Food']",4.4,41,$,33.9630009,-118.185884,+12135604424,90201,7900 South Atlantic Avenue,Cudahy,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:30', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cudahy', 'addressRegion': 'CA', 'postalCode': '90201', 'addressCountry': 'US', 'streetAddress': '7900 South Atlantic Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 33.9630009, 'longitude': -118.185884}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '41'}"
Lollicup Fresh (Alhambra),https://www.ubereats.com/los-angeles/food-delivery/lollicup-fresh-alhambra/tAk2foptQy635xt7alrRIg,montebello-california,"['Juice and Smoothies', 'Breakfast and Brunch', 'Vegetarian']",4.8,61,$,34.0782776,-118.1248742,+16263081880,91801,"228 West Valley Blvd., Ste 106A",Alhambra,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Alhambra', 'addressRegion': 'CA', 'postalCode': '91801', 'addressCountry': 'US', 'streetAddress': '228 West Valley Blvd., Ste 106A'}","{'@type': 'GeoCoordinates', 'latitude': 34.0782776, 'longitude': -118.1248742}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '61'}"
ABC Cafe,https://www.ubereats.com/los-angeles/food-delivery/abc-cafe/1sHpYEXzS22T7ID5ZEXcAg,montebello-california,"['Chinese', 'Asian', 'Asian Fusion']",4.8,12,$,34.0633147,-118.1227077,+16265730718,91754,100 N Garfield Ave,Monterey Park,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Monterey Park', 'addressRegion': 'CA', 'postalCode': '91754', 'addressCountry': 'US', 'streetAddress': '100 N Garfield Ave'}","{'@type': 'GeoCoordinates', 'latitude': 34.0633147, 'longitude': -118.1227077}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '12'}"
Burger King (2134 Montebello Town Center),https://www.ubereats.com/los-angeles/food-delivery/burger-king-2134-montebello-town-center/XU1mBgHdQKeo1UALy8Bccg,montebello-california,"['American', 'burger', 'Fast Food']",,,$,34.0360127,-118.0859945,+13234553648,90640,2134,Montebello,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '0:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Montebello', 'addressRegion': 'CA', 'postalCode': '90640', 'addressCountry': 'US', 'streetAddress': '2134'}","{'@type': 'GeoCoordinates', 'latitude': 34.0360127, 'longitude': -118.0859945}",{}
El Ruizenor Grill,https://www.ubereats.com/los-angeles/food-delivery/el-ruizenor-grill/Oo_JeuFzQ4m_qVdAafNnkA,montebello-california,"['Mexican', 'Latin American', 'New Mexican']",,,$,34.10554279999999,-118.0604482,+16262868763,91780,5818,Temple City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '10:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Temple City', 'addressRegion': 'CA', 'postalCode': '91780', 'addressCountry': 'US', 'streetAddress': '5818'}","{'@type': 'GeoCoordinates', 'latitude': 34.10554279999999, 'longitude': -118.0604482}",{}
Tamales Elena y Antojitos,https://www.ubereats.com/los-angeles/food-delivery/tamales-elena-y-antojitos/iQEse2edRyCDycSHwEqQEg,montebello-california,"['Mexican', 'Latin American', 'New Mexican']",,,$,33.9577486,-118.1592386,+13239192659,90201,8101 Garfield Ave,Bell Gardens,CA,[],"{'@type': 'PostalAddress', 'addressLocality': 'Bell Gardens', 'addressRegion': 'CA', 'postalCode': '90201', 'addressCountry': 'US', 'streetAddress': '8101 Garfield Ave'}","{'@type': 'GeoCoordinates', 'latitude': 33.9577486, 'longitude': -118.1592386}",{}
Boba Ave Express,https://www.ubereats.com/los-angeles/food-delivery/boba-ave-express/Xg68TWi-RIif2xBAqjUFMg,montebello-california,"['Bubble Tea', 'Coffee and Tea']",4.5,62,$,34.122779,-118.055406,+16266418090,91007,1437 S Baldwin Ave,Arcadia,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Arcadia', 'addressRegion': 'CA', 'postalCode': '91007', 'addressCountry': 'US', 'streetAddress': '1437 S Baldwin Ave'}","{'@type': 'GeoCoordinates', 'latitude': 34.122779, 'longitude': -118.055406}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '62'}"
Mediterranean Delight,https://www.ubereats.com/los-angeles/food-delivery/mediterranean-delight/x5w-VRGHTe2tQvD_x7ingA,montebello-california,"['Greek', 'Middle Eastern', 'Lebanese']",3.9,20,$,33.937017,-118.12201,+15628619202,90241,127 Stonewood St,Downey,California,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Downey', 'addressRegion': 'California', 'postalCode': '90241', 'addressCountry': 'US', 'streetAddress': '127 Stonewood St'}","{'@type': 'GeoCoordinates', 'latitude': 33.937017, 'longitude': -118.12201}","{'@type': 'AggregateRating', 'ratingValue': 3.9, 'reviewCount': '20'}"
,https://www.ubereats.com/los-angeles/food-delivery/el-pollo-loco-712-w-beverly-blvd6004/Fb4bZGeRQdKSGJVkV8SmYA,montebello-california,,,,,,,,,,,,,,,
Patty's Burger Joint,https://www.ubereats.com/los-angeles/food-delivery/pattys-burger-joint/seklPWYXQB2YDt3ASsQbcA,montebello-california,"['Burgers', 'American', 'Sandwiches']",,,$,34.1233086,-118.1011462,+16262862500,91108,2494 Huntington Drive,San Marino,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Marino', 'addressRegion': 'CA', 'postalCode': '91108', 'addressCountry': 'US', 'streetAddress': '2494 Huntington Drive'}","{'@type': 'GeoCoordinates', 'latitude': 34.1233086, 'longitude': -118.1011462}",{}
